일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-08,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,392,24,5,268865
2025-02-08,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,388,26,4,353937
2025-02-08,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,414,27,6,396780
2025-02-08,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,258,9,3,224757
2025-02-08,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,169,4,2,154505
2025-02-08,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,247,13,6,435957
2025-02-08,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,312,14,8,696123
2025-02-08,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,364,15,6,458182
2025-02-08,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,399,14,9,730167
2025-02-08,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,776,137,96,8770076
2025-02-08,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,551,92,31,2678063
2025-02-08,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,592,61,34,1957656
2025-02-08,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,183,11,11,790069
2025-02-08,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,203,14,7,579408
2025-02-08,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,249,16,12,1220448
2025-02-08,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,376,35,33,3361853
2025-02-08,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,347,22,16,2194617
2025-02-08,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,340,37,16,1318575
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1181,100,29,1769590
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,743,56,11,695424
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,937,96,22,1469595
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1452,150,26,1963737
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1474,152,39,2348211
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,915,105,23,1278283
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,647,56,14,675361
2025-02-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,767,105,18,1044870
2025-02-09,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,650,67,32,2063515
2025-02-09,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,864,68,24,1360755
2025-02-09,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,779,91,39,2018151
2025-02-09,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,708,38,14,1045227
2025-02-09,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1225,98,31,2606998
2025-02-09,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,984,100,41,3104956
2025-02-09,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1337,110,32,2165521
2025-02-09,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,902,94,36,2257539
2025-02-09,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1356,140,48,3656381
2025-02-09,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,363,23,4,211250
2025-02-09,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,664,42,8,427772
2025-02-09,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,517,37,7,304652
2025-02-09,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,659,34,8,472543
2025-02-09,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,455,27,6,381051
2025-02-09,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,460,40,9,535630
2025-02-09,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,214,12,6,589242
2025-02-09,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,196,9,5,330270
2025-02-09,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,253,9,2,273055
2025-02-09,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,236,7,3,212844
2025-02-09,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,306,12,5,339113
2025-02-09,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,307,11,6,474214
2025-02-09,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,835,142,89,7416668
2025-02-09,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,938,137,44,2994659
2025-02-09,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,490,98,29,2438835
2025-02-09,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,250,26,23,2347572
2025-02-09,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,262,18,10,1137216
2025-02-09,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,277,21,20,1380175
2025-02-09,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,320,24,10,1037423
2025-02-09,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,529,52,33,4047717
2025-02-09,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,501,27,16,1688748
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1650,137,52,3595482
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1317,79,29,1908357
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1478,224,66,4633993
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1197,131,28,1956325
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,963,127,50,2187548
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1040,110,52,2552213
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1074,119,40,2059519
2025-02-10,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1403,131,33,2355312
2025-02-10,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1218,110,49,3607054
2025-02-10,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1058,103,57,3899166
2025-02-10,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1078,81,48,2989493
2025-02-10,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1886,155,98,7441815
2025-02-10,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1593,98,66,4065546
2025-02-10,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1395,128,79,5659413
2025-02-10,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1654,167,68,5428681
2025-02-10,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1156,77,30,2468234
2025-02-10,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1142,118,70,4448769
2025-02-10,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,781,54,13,520555
2025-02-10,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,870,36,16,660508
2025-02-10,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,668,38,10,536886
2025-02-10,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,500,43,19,1117535
2025-02-10,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,690,51,14,649879
2025-02-10,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,654,40,19,880351
2025-02-10,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,220,8,5,306895
2025-02-10,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,299,14,7,739527
2025-02-10,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,320,20,16,1009924
2025-02-10,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,364,12,8,626550
2025-02-10,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,578,23,10,665103
2025-02-10,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,454,24,17,1194024
2025-02-10,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1223,269,152,13238722
2025-02-10,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,839,138,87,6911856
2025-02-10,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1418,209,122,5850906
2025-02-10,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,404,41,43,3481722
2025-02-10,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,323,19,16,2075276
2025-02-10,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,292,31,27,2357171
2025-02-10,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,262,20,27,1974976
2025-02-10,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,429,42,44,4389414
2025-02-10,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,288,21,14,1277111
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,960,105,28,1256699
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1490,176,39,2405104
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1676,158,53,3008612
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1072,83,25,1229984
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,2277,215,46,2979842
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1932,229,57,3674612
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1708,173,57,3059723
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1825,150,42,2331012
2025-02-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1527,173,54,2991461
2025-02-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,632,50,24,1638482
2025-02-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1112,125,67,3003273
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1463,125,52,3000007
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1875,166,65,3671061
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1065,86,22,1518065
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,970,73,32,3125497
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,787,83,40,2057697
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1242,77,32,2075906
2025-02-11,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,442,19,4,174086
2025-02-11,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,403,28,5,318392
2025-02-11,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,509,32,4,212377
2025-02-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,983,70,16,864936
2025-02-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,661,37,12,676412
2025-02-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,446,29,9,425615
2025-02-11,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,182,11,5,415721
2025-02-11,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,230,11,4,376708
2025-02-11,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,141,4,1,106688
2025-02-11,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,434,33,19,1421887
2025-02-11,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,308,17,6,419236
2025-02-11,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,412,13,5,477068
2025-02-11,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1424,234,154,11124696
2025-02-11,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,854,115,44,3798099
2025-02-11,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1056,135,36,2562407
2025-02-11,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,213,25,16,1130099
2025-02-11,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,207,13,6,632448
2025-02-11,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,219,19,15,1874908
2025-02-11,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,391,25,11,1259237
2025-02-11,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,459,27,18,1502196
2025-02-11,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,402,27,10,942219
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,2161,161,46,2639797
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1836,130,44,2742073
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1811,177,60,2957975
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1829,196,54,4176429
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1386,94,30,1805662
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1560,223,64,4295788
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1275,122,27,1534471
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1065,96,19,1299318
2025-02-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1627,112,64,4269227
2025-02-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,697,74,33,1968512
2025-02-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,951,69,32,2650889
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1433,131,73,4685801
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1529,163,80,5251156
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1344,125,51,3654924
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1176,59,20,1554325
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1079,87,20,1500699
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1814,145,68,3978025
2025-02-12,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,850,61,8,365118
2025-02-12,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,665,28,8,442280
2025-02-12,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,608,27,7,339314
2025-02-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,907,65,13,809995
2025-02-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,453,21,4,206057
2025-02-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,965,71,10,629954
2025-02-12,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,273,18,5,355596
2025-02-12,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,281,9,4,265870
2025-02-12,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,292,14,8,868672
2025-02-12,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,473,17,7,472488
2025-02-12,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,420,18,6,396650
2025-02-12,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,280,14,4,349124
2025-02-12,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,785,191,108,7475471
2025-02-12,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,759,94,33,3011666
2025-02-12,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1228,212,69,5765552
2025-02-12,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,342,24,20,1700579
2025-02-12,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,235,21,10,1032609
2025-02-12,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,307,18,14,1090731
2025-02-12,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,340,32,15,1659599
2025-02-12,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,374,25,13,1329771
2025-02-12,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,542,46,40,3217070
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1124,125,27,1948271
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1034,144,39,2067907
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1858,161,39,2788910
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,809,90,22,1090336
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1653,160,35,2510115
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1188,157,39,2678258
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,2121,237,49,3472311
2025-02-13,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1226,115,40,1609055
2025-02-13,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,677,51,23,1950101
2025-02-13,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,816,88,40,2484691
2025-02-13,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,865,70,26,1416870
2025-02-13,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1804,167,55,3201595
2025-02-13,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1254,136,39,2937431
2025-02-13,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1864,181,44,2939968
2025-02-13,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1536,81,36,2778724
2025-02-13,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1496,130,57,3898575
2025-02-13,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,915,66,24,1942422
2025-02-13,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,541,42,9,568511
2025-02-13,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,714,41,5,273856
2025-02-13,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,590,36,5,254273
2025-02-13,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,842,65,13,769393
2025-02-13,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,968,61,17,907789
2025-02-13,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,638,46,7,438682
2025-02-13,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,141,6,4,297795
2025-02-13,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,330,13,5,330486
2025-02-13,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,300,13,9,780252
2025-02-13,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,259,10,3,339171
2025-02-13,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,448,22,11,785693
2025-02-13,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,284,17,7,651966
2025-02-13,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,937,152,73,4667619
2025-02-13,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,965,179,63,4220375
2025-02-13,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,720,114,48,4010755
2025-02-13,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,287,29,20,1322149
2025-02-13,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,170,18,8,832193
2025-02-13,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,396,33,20,1580489
2025-02-13,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,336,31,21,1718071
2025-02-13,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,514,34,19,2014575
2025-02-13,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,507,56,34,4874742
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1339,136,36,2218214
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1743,212,77,4236461
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1485,149,47,3259624
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1172,137,27,1609550
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1448,165,35,2780424
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,971,82,21,1070697
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1220,132,34,2502504
2025-02-14,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,2040,309,71,3432625
2025-02-14,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,821,94,54,2400438
2025-02-14,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,937,85,29,1625597
2025-02-14,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1026,74,38,2804941
2025-02-14,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1545,86,48,2502793
2025-02-14,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1168,64,27,1540227
2025-02-14,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1136,109,50,2535163
2025-02-14,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1320,118,38,2479887
