일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-02-07,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,10932,584,96514,57,39,3437371
2025-02-07,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,7549,538,53265,48,43,3121413
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,47141,1077,217465,107,36,1989046
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,31188,1075,179203,95,21,1269531
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,35732,786,216755,104,35,2011191
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,41341,952,234258,77,23,1603169
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,53147,1524,311870,145,46,2320287
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,36176,732,194946,91,17,1087285
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,49534,1306,292915,183,39,2121497
2025-02-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,39278,811,186436,70,17,951184
2025-02-08,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,30449,1085,194326,123,70,4207319
2025-02-08,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,27133,787,146191,68,36,2024625
2025-02-08,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,29734,851,150162,106,46,2139146
2025-02-08,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,47115,1201,296155,111,40,2722082
2025-02-08,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,50551,1490,249169,97,45,2918071
2025-02-08,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,31190,667,174901,71,20,1264757
2025-02-08,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,31087,612,167036,52,21,1067319
2025-02-08,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,37232,670,164765,43,18,884380
2025-02-08,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,48872,1284,223921,94,46,2363129
2025-02-08,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,36196,623,165354,56,11,569862
2025-02-08,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,25060,417,90430,32,7,301194
2025-02-08,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,27511,478,94399,31,5,231954
2025-02-08,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,26692,435,104998,30,7,357845
2025-02-08,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,27141,408,105860,34,7,406825
2025-02-08,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,33862,446,125604,32,9,466184
2025-02-08,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,10222,302,50225,13,4,251033
2025-02-08,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,7319,176,31100,6,3,187353
2025-02-08,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,11893,280,47515,18,9,503243
2025-02-08,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,16875,346,61544,20,11,861371
2025-02-08,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,17800,383,81495,21,8,513296
2025-02-08,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,13780,415,55327,21,12,950607
2025-02-08,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7461,910,64062,191,127,10876262
2025-02-08,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,8201,580,67595,107,41,3200443
2025-02-08,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,9455,618,90232,86,42,2689518
2025-02-08,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,4503,193,41110,15,13,1020602
2025-02-08,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,3600,236,27587,18,9,664869
2025-02-08,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,4748,285,39601,22,16,1549118
2025-02-08,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,5639,405,51515,44,39,4262187
2025-02-08,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,6301,360,50422,32,23,2459580
2025-02-08,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,8763,367,59077,41,22,1649805
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,40563,1251,202026,127,44,2080838
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,34164,865,209855,78,15,788381
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,35974,1012,176160,111,29,1944357
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,46768,1626,268189,190,38,2143600
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,46086,1539,232582,182,46,2969138
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,41061,1058,219997,145,28,1766138
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,29918,671,196818,79,17,930600
2025-02-09,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,32686,874,166857,117,24,1171835
2025-02-09,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,24884,705,140806,75,40,2226920
2025-02-09,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,29671,907,193422,75,29,1718238
2025-02-09,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,20850,888,133607,109,49,2705048
2025-02-09,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,31411,724,185967,46,21,1338725
2025-02-09,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,43083,1358,257302,118,39,2840041
2025-02-09,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,39288,1055,242712,116,49,3602285
2025-02-09,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,47711,1446,219339,131,40,2884072
2025-02-09,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,42867,939,261448,104,42,3039415
2025-02-09,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,49644,1469,242792,154,70,4298259
2025-02-09,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,22483,376,81397,28,6,276021
2025-02-09,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,32665,686,122272,51,10,515859
2025-02-09,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,34472,578,116839,48,9,328950
2025-02-09,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,39102,731,159903,40,11,629396
2025-02-09,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,34541,470,148009,37,8,428227
2025-02-09,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,23906,515,115759,45,13,597072
2025-02-09,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,11021,242,39788,14,8,658496
2025-02-09,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,7546,203,25367,12,6,443599
2025-02-09,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,12169,265,45019,11,4,297277
2025-02-09,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,14570,250,64824,10,5,281091
2025-02-09,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,16974,324,73642,17,8,468692
2025-02-09,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,15705,354,60196,15,8,550777
2025-02-09,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7140,873,58387,158,101,8007491
2025-02-09,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,9820,1001,64947,182,50,3931690
2025-02-09,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,9188,560,62704,109,38,2981059
2025-02-09,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,5088,291,35900,36,31,3064865
2025-02-09,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,3860,269,36803,23,15,1397119
2025-02-09,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,5001,300,36921,30,23,1765509
2025-02-09,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,4899,341,38113,28,14,1246636
2025-02-09,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,8482,616,74395,59,41,4475494
2025-02-09,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,8346,514,75510,37,21,1931643
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,54713,1713,313740,168,60,4003450
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,44348,1352,226200,113,35,2262136
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,62233,1638,367028,248,91,5756029
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,64236,1391,394620,149,39,2295815
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,49320,1078,324660,139,57,2531249
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,51862,1126,236506,143,68,3128048
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,58107,1156,331175,157,51,2847020
2025-02-10,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,43725,1485,196025,156,42,2546967
2025-02-10,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,34944,1363,192758,128,62,4232647
2025-02-10,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,35915,1093,193729,121,74,4904877
2025-02-10,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,26645,1153,140783,116,59,3843876
2025-02-10,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,64248,2052,291664,198,138,8745152
2025-02-10,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,68705,1723,410910,122,79,4588597
2025-02-10,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,56060,1554,246745,151,91,6585693
2025-02-10,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,67136,1935,353024,197,96,5972469
2025-02-10,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,44304,1271,278028,98,43,2762253
2025-02-10,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,58675,1190,290006,136,82,5802783
2025-02-10,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,53103,884,258853,64,15,685676
2025-02-10,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,48589,892,239351,50,19,861667
2025-02-10,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,46903,688,205498,53,12,673179
2025-02-10,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,30046,588,127149,57,25,1295210
2025-02-10,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,50186,753,184995,62,16,873763
2025-02-10,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,41526,740,142799,57,22,1152083
2025-02-10,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,11145,233,45942,11,6,344176
2025-02-10,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,12417,350,52663,16,10,823723
2025-02-10,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,14090,358,49925,25,20,1098849
2025-02-10,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,16237,400,67456,16,12,698194
2025-02-10,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,21337,606,84178,27,14,908292
2025-02-10,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,18788,511,79113,33,22,1509595
2025-02-10,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,8121,1254,69368,308,204,15222837
2025-02-10,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,13459,879,91689,174,116,9233213
2025-02-10,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,15253,1519,99712,279,138,7826914
2025-02-10,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,6622,476,59907,53,63,4564043
2025-02-10,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,5830,352,40710,25,21,2233952
2025-02-10,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,5369,314,48971,39,31,2756730
2025-02-10,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,7108,292,53823,28,31,2378275
2025-02-10,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,10649,500,86670,57,63,4895376
2025-02-10,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,6338,327,42441,29,20,1466790
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,53785,1056,256185,121,33,1531035
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,49088,1549,255209,195,52,2829840
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,55360,1774,325158,201,67,3968376
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,53004,1126,287881,97,29,1434161
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,70398,2466,453180,258,55,3292180
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,70026,2194,431268,280,79,4867176
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,60059,1852,296568,226,75,3719072
2025-02-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,59772,1877,379045,182,58,3014299
2025-02-11,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,39153,1596,224921,195,70,3940141
2025-02-11,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,26551,689,120063,63,35,1990941
2025-02-11,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,40828,1280,231702,143,80,4054659
2025-02-11,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,64676,1517,397065,166,66,3540326
2025-02-11,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,69510,2138,385153,193,78,4599403
2025-02-11,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,55473,1124,321873,94,27,1991117
2025-02-11,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,47678,1050,306550,102,47,3490660
2025-02-11,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,43879,906,263340,101,48,2356364
2025-02-11,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,57867,1314,257674,104,40,2727043
2025-02-11,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,29523,454,122513,26,6,231592
2025-02-11,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,33225,443,118227,34,8,375806
2025-02-11,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,48199,588,171075,38,6,243600
2025-02-11,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,46075,1041,213637,100,20,1067027
2025-02-11,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,37900,696,169389,52,15,868053
2025-02-11,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,31931,500,149658,42,11,459521
2025-02-11,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,9954,203,35599,13,6,463806
2025-02-11,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,9319,249,41569,16,6,457017
2025-02-11,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,8949,158,44635,6,2,136003
2025-02-11,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,26342,509,89706,36,22,1758202
2025-02-11,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,19258,359,72174,20,7,517220
2025-02-11,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,25560,426,95681,18,7,529222
2025-02-11,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,10769,1614,91047,322,190,12215868
2025-02-11,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,11885,960,110833,162,57,4405206
2025-02-11,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,16365,1223,127001,153,49,3158869
2025-02-11,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,4138,250,36668,28,19,1351297
2025-02-11,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4105,225,36301,16,8,734772
2025-02-11,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,5230,241,33982,26,23,2300156
2025-02-11,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,7631,436,54435,31,15,1608119
2025-02-11,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,10625,500,91938,34,24,1855845
2025-02-11,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,8619,429,55980,31,15,1171126
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,65645,2259,352307,225,58,3179830
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,65912,2029,358891,170,59,3249842
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,63418,2052,286096,252,74,3508998
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,56447,1963,256804,259,80,5407424
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,71417,1452,437487,123,35,2023017
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,69165,1782,396553,269,78,4822017
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,51113,1453,257801,160,40,1869534
2025-02-12,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,47283,1092,226165,114,24,1542398
2025-02-12,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,41156,1868,221475,142,72,4971920
2025-02-12,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,23620,810,130719,104,47,2289700
2025-02-12,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,23643,978,136682,79,44,3069180
2025-02-12,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,63280,1649,361332,182,82,5081503
2025-02-12,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,62621,1600,361769,184,90,5739622
2025-02-12,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,68007,1500,319914,155,58,4351471
2025-02-12,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,53031,1331,284398,84,26,1896935
2025-02-12,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,41592,1253,260061,104,30,1992579
2025-02-12,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,67902,1875,386970,198,81,4958018
2025-02-12,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,53170,949,254393,72,11,412098
2025-02-12,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,49310,762,195058,38,10,511250
2025-02-12,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,43466,633,173604,33,9,447548
2025-02-12,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,45527,1008,223814,87,18,954644
2025-02-12,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,30045,525,116719,29,5,259299
2025-02-12,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,48553,1044,196307,82,15,756911
2025-02-12,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,12847,300,56420,20,7,437126
2025-02-12,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,13172,294,58050,12,5,304827
2025-02-12,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,11524,310,50331,20,12,997167
2025-02-12,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,25969,549,130055,22,9,652063
2025-02-12,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,16786,488,64252,24,9,521509
2025-02-12,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,18343,307,79112,16,5,395741
2025-02-12,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,6984,806,56727,222,125,9150327
2025-02-12,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,12986,797,86419,107,41,3298596
2025-02-12,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,13557,1392,110448,232,91,6783845
2025-02-12,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,5206,383,39668,32,27,1980688
2025-02-12,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4138,258,36049,27,13,1290580
2025-02-12,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6031,321,39957,23,17,1226125
2025-02-12,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,7418,385,57226,41,22,2019084
2025-02-12,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,6565,405,55699,34,18,1664231
